                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.26806,                0.48606,                0.40532,                0.82001,                 0.8191,                0.77891,                0.45803,                0.37998,                0.63145,                0.66622,                 0.0001,                 0.0001,                 0.0001
                    116,                0.26413,                0.44366,                0.40105,                0.85675,                0.85201,                0.82189,                0.45194,                0.40966,                0.64815,                 0.7254,                 0.0001,                 0.0001,                 0.0001
                    117,                 0.2653,                0.47299,                 0.4144,                  0.811,                0.79765,                0.76688,                0.42398,                0.40857,                 0.6566,                0.74216,                 0.0001,                 0.0001,                 0.0001
                    118,                 0.2721,                0.44988,                 0.4135,                 0.8542,                0.80629,                0.80148,                0.48967,                0.36196,                0.62819,                0.63544,                 0.0001,                 0.0001,                 0.0001
                    119,                0.26809,                0.45331,                0.41556,                0.82003,                0.82318,                 0.7868,                0.46339,                0.37713,                0.66225,                0.66394,                 0.0001,                 0.0001,                 0.0001
                    120,                 0.2636,                0.43963,                0.41187,                0.81574,                0.75562,                0.73997,                0.45809,                0.35539,                0.71848,                0.60846,                 0.0001,                 0.0001,                 0.0001
                    121,                0.27347,                0.49681,                0.40811,                0.78561,                0.82176,                0.79697,                0.48867,                0.36219,                 0.6112,                0.62045,                 0.0001,                 0.0001,                 0.0001
                    122,                0.26663,                0.46266,                0.40037,                0.81375,                0.84132,                0.80579,                0.48609,                0.37014,                0.59562,                0.64501,                 0.0001,                 0.0001,                 0.0001
                    123,                0.26742,                0.45684,                0.40686,                0.75913,                0.76359,                0.74465,                0.46227,                0.34805,                0.66966,                0.58687,                 0.0001,                 0.0001,                 0.0001
                    124,                0.26261,                0.45775,                0.39727,                0.82475,                 0.8612,                0.82777,                 0.4988,                0.36675,                 0.5862,                0.62957,                 0.0001,                 0.0001,                 0.0001
                    125,                0.27107,                0.46152,                0.40822,                0.80395,                0.79703,                0.78472,                0.45502,                0.39551,                0.59616,                0.69949,                 0.0001,                 0.0001,                 0.0001
                    126,                0.25593,                 0.4791,                0.38236,                0.85254,                0.82724,                0.79779,                0.48902,                0.35868,                0.61346,                0.61855,                 0.0001,                 0.0001,                 0.0001
                    127,                0.25931,                0.45332,                0.39733,                0.86618,                0.87481,                0.84799,                0.53123,                0.35051,                0.55238,                 0.5912,                 0.0001,                 0.0001,                 0.0001
                    128,                 0.2576,                0.43674,                0.40028,                0.81926,                0.84584,                 0.8108,                0.49421,                0.36894,                  0.607,                0.63353,                 0.0001,                 0.0001,                 0.0001
                    129,                0.25926,                0.46009,                0.39698,                0.82566,                0.82746,                0.78909,                0.48493,                0.36486,                0.61252,                0.62395,                 0.0001,                 0.0001,                 0.0001
                    130,                0.25157,                0.43828,                0.38012,                0.79205,                  0.804,                  0.806,                0.48008,                0.36299,                0.64225,                0.62769,                 0.0001,                 0.0001,                 0.0001
                    131,                0.26809,                0.45428,                0.39955,                0.83909,                0.81987,                0.81074,                0.49462,                0.36762,                0.60199,                0.62684,                 0.0001,                 0.0001,                 0.0001
                    132,                0.25614,                0.43529,                0.39358,                0.80379,                0.80755,                0.77097,                0.47164,                0.35863,                0.65531,                0.60534,                 0.0001,                 0.0001,                 0.0001
                    133,                0.25345,                0.42412,                0.37931,                0.83227,                0.81116,                0.79496,                0.48325,                 0.3583,                0.59725,                0.61269,                 0.0001,                 0.0001,                 0.0001
                    134,                0.24629,                0.41385,                0.37198,                0.85998,                0.78691,                0.77515,                0.47082,                 0.3701,                0.63582,                0.62881,                 0.0001,                 0.0001,                 0.0001
                    135,                0.25317,                0.40822,                0.37594,                0.82679,                0.83993,                 0.7998,                  0.495,                0.35695,                0.66153,                0.60004,                 0.0001,                 0.0001,                 0.0001
                    136,                0.24993,                0.41465,                 0.3745,                0.81132,                0.79095,                0.75392,                0.48309,                0.34292,                0.70141,                0.56355,                 0.0001,                 0.0001,                 0.0001
                    137,                0.24963,                0.41898,                0.37731,                0.83032,                0.83275,                 0.7945,                0.49109,                0.36083,                0.63827,                0.60458,                 0.0001,                 0.0001,                 0.0001
                    138,                0.26006,                  0.421,                 0.3951,                0.84547,                0.83002,                 0.8189,                0.50608,                0.35325,                0.62899,                0.59821,                 0.0001,                 0.0001,                 0.0001
                    139,                0.25199,                0.40604,                 0.3793,                0.87861,                0.80878,                 0.7953,                 0.4744,                0.36368,                 0.6313,                0.61408,                 0.0001,                 0.0001,                 0.0001
                    140,                0.24904,                0.40299,                0.37228,                0.82524,                0.83847,                0.81223,                0.48638,                0.37605,                0.61804,                0.65147,                 0.0001,                 0.0001,                 0.0001
                    141,                0.25182,                0.42041,                0.38633,                0.85376,                0.84885,                0.81519,                0.50978,                0.35423,                0.62815,                0.60024,                 0.0001,                 0.0001,                 0.0001
                    142,                0.24706,                0.43068,                0.37544,                0.83482,                0.84023,                0.81349,                0.46099,                0.40364,                0.65296,                 0.7335,                 0.0001,                 0.0001,                 0.0001
                    143,                0.24605,                0.45808,                0.38238,                0.82837,                0.80904,                0.78939,                0.49189,                0.34916,                0.62902,                0.59379,                 0.0001,                 0.0001,                 0.0001
